index,开庭时间,案号,案由,开庭年月,案由类型,label_案由类型
0,2016年4月21日15点00分,（2016）桂0102民初748号,商品房销售合同纠纷,2016年04月,商品房销售合同,商品房销售合同
0,2016年4月21日15点00分,（2016）桂0102民初295号,健康权纠纷,2016年04月,健康权,健康权
0,2016年4月21日15点00分,（2016）桂0102民初882号,买卖合同纠纷,2016年04月,买卖合同,买卖合同
0,2016年4月22日8点30分,（2015）兴民一初字第2252号,买卖合同纠纷,2016年04月,买卖合同,买卖合同
0,2016年4月22日08点30分,（2016）桂0102民初256号,健康权纠纷,2016年04月,健康权,健康权
0,2016年4月22日08点30分,（2016）桂0102民初698号,房屋租赁合同纠纷,2016年04月,房屋租赁合同,房屋租赁合同
0,2016年4月22日08点30分,（2016）桂0102民初843号,机动车交通事故责任纠纷,2016年04月,机动车交通事故责任,机动车交通事故责任
0,2016年4月22日15点00分,（2016）桂0102民初838号,离婚纠纷,2016年04月,离婚,离婚
0,2016年4月22日15点00分,（2016）桂0102民初878号,劳动争议,2016年04月,劳动争议,劳动争议
0,2016年3月21日08点30分,（2016）桂0102民初180号,机动车交通事故责任纠纷,2016年03月,机动车交通事故责任,机动车交通事故责任
0,2016年3月21日08点30分,（2016）桂0102民初301、302、303号,房屋买卖合同纠纷,2016年03月,房屋买卖合同,房屋买卖合同
0,2016年3月21日08点30分,（2016）桂0102民初421号,法定继承纠纷,2016年03月,法定继承,其他
0,2016年3月21日15点00分,（2015）兴民一初字第1869号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月21日15点00分,（2016）桂0102民初284号,提供劳务者受害责任纠纷,2016年03月,提供劳务者受害责任,其他
0,2016年3月21日15点00分,（2016）桂0102民初473号,离婚纠纷,2016年03月,离婚,离婚
0,2016年3月21日15点00分,（2016）桂0102民初584号,劳动争议,2016年03月,劳动争议,劳动争议
0,2016年3月22日08点30分,（2016）桂0102民初296号,侵害集体经济组织成员权益纠纷,2016年03月,侵害集体经济组织成员权益,其他
0,2016年3月22日08点30分,（2016）桂0102民初425号,房屋租赁合同纠纷,2016年03月,房屋租赁合同,房屋租赁合同
0,2016年3月22日08点30分,（2016）桂0102民初427、428号,房屋租赁合同纠纷,2016年03月,房屋租赁合同,房屋租赁合同
0,2016年3月22日15点00分,（2016）桂0102民初340号,劳动争议,2016年03月,劳动争议,劳动争议
0,2016年3月22日15点00分,（2016）桂0102民初484号,法定继承纠纷,2016年03月,法定继承,其他
0,2016年3月22日15点00分,（2015）兴民一初字第2249号,租赁合同纠纷,2016年03月,租赁合同,租赁合同
0,2016年3月22日15点00分,（2016）桂0102民初594号,劳动争议,2016年03月,劳动争议,劳动争议
0,2016年3月23日08点30分,（2015）兴民一初字第2156号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月23日08点30分,（2015）兴民一初字第2158号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月23日08点30分,（2016）桂0102民初323-326号,劳务合同纠纷,2016年03月,劳务合同,其他
0,2016年3月23日08点30分,（2016）桂0102民初413号,财产损害赔偿纠纷,2016年03月,财产损害赔偿,其他
0,2016年3月23日15点00分,（2016）桂0102民初508号,遗嘱继承纠纷,2016年03月,遗嘱继承,其他
0,2016年3月23日15点00分,（2016）桂0102民初426号,名誉权纠纷,2016年03月,名誉权,其他
0,2016年3月23日15点00分,（2015）兴民一初字第1135号,离婚纠纷,2016年03月,离婚,离婚
0,2016年3月23日15点00分,（2016）桂0102民初530号,装饰装修合同纠纷,2016年03月,装饰装修合同,其他
0,2016年3月24日08点30分,（2015）兴民一初字第2198号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月24日08点30分,（2015）兴民一初字第1724号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月24日08点30分,（2016）桂0102民初487号,劳动争议,2016年03月,劳动争议,劳动争议
0,2016年3月24日08点30分,（2016）桂0102民初436号,机动车交通事故责任纠纷,2016年03月,机动车交通事故责任,机动车交通事故责任
0,2016年3月24日15点00分,（2016）桂0102民初415号,离婚纠纷,2016年03月,离婚,离婚
0,2016年3月24日15点00分,（2016）桂0102民初531号,公有纠纷,2016年03月,公有,其他
0,2016年3月24日15点00分,（2015）兴民一初字第1061号,房屋租赁合同纠纷,2016年03月,房屋租赁合同,房屋租赁合同
0,2016年3月24日15点00分,（2016）桂0102民初587号,买卖合同纠纷,2016年03月,买卖合同,买卖合同
0,2016年3月24日15点00分,（2016）桂0102民初543号,房屋租赁合同纠纷,2016年03月,房屋租赁合同,房屋租赁合同
0,2016年3月25日08点30分,（2015）兴民一初字第2180号,房屋买卖合同纠纷,2016年03月,房屋买卖合同,房屋买卖合同
0,2016年3月25日08点30分,（2015）兴民一初字第2155号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月25日08点30分,（2016）桂0102民初350号,离婚纠纷,2016年03月,离婚,离婚
0,2016年3月25日08点30分,（2015）兴民一初字第676号,提供劳务者受害责任纠纷,2016年03月,提供劳务者受害责任,其他
0,2016年3月25日15点00分,（2016）桂0102民初202号,离婚纠纷,2016年03月,离婚,离婚
0,2016年3月25日15点00分,（2016）桂0102民初150号,租赁合同纠纷,2016年03月,租赁合同,租赁合同
0,2016年3月7日8点30分,（2015）兴民一初字第1742号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月7日08点30分,（2016）桂0102民初137号,健康权纠纷,2016年03月,健康权,健康权
0,2016年3月7日08点30分,（2016）桂0102民初126-135号,劳动合同纠纷,2016年03月,劳动合同,劳动合同
0,2016年3月7日08点30分,（2016）桂0102民初268号,机动车交通事故责任纠纷,2016年03月,机动车交通事故责任,机动车交通事故责任
0,2016年3月7日15点00分,（2015）兴民一初字第1737号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月7日15点00分,（2015）兴民一初字第1204号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月7日15点00分,（2016）桂0102民初41号,机动车交通事故责任纠纷,2016年03月,机动车交通事故责任,机动车交通事故责任
0,2016年3月8日08点30分,（2015）兴民一初字第1878号,民间借贷纠纷,2016年03月,民间借贷,民间借贷
0,2016年3月8日08点30分,（2016）桂0102民初234-252号,劳动争议,2016年03月,劳动争议,劳动争议
0,2016年3月8日08点30分,（2016）桂0102民初223、224号,劳动争议,2016年03月,劳动争议,劳动争议
0,2016年3月8日15点00分,（2015）兴民一初字第1685号,租赁合同纠纷,2016年03月,租赁合同,租赁合同
0,2016年3月8日15点00分,（2016）桂0102民初93号,买卖合同纠纷,2016年03月,买卖合同,买卖合同
0,2016年3月8日15点00分,（2016）桂0102民初165号,房屋买卖合同纠纷,2016年03月,房屋买卖合同,房屋买卖合同
0,2016年3月8日15点00分,（2016）桂0102民初293号,劳动合同纠纷,2016年03月,劳动合同,劳动合同
0,2016年3月9日08点30分,（2016）桂0102民初206、207号,健康权纠纷,2016年03月,健康权,健康权
0,2016年3月9日08点30分,（2016）桂0102民初270号,土地租赁合同纠纷,2016年03月,土地租赁合同,其他
0,2016年3月9日15点00分,（2016）桂0102民初163号,离婚纠纷,2016年03月,离婚,离婚
0,2016年3月9日15点00分,（2016）桂0102民初158号,提供劳务者受害责任纠纷,2016年03月,提供劳务者受害责任,其他
0,2016年3月9日15点00分,（2016）桂0102民初279号,离婚纠纷,2016年03月,离婚,离婚
0,2016年3月10日08点30分,（2016）桂0102民初233号,机动车交通事故责任纠纷,2016年03月,机动车交通事故责任,机动车交通事故责任
0,2016年3月10日08点30分,（2016）桂0102民初277、278号,机动车交通事故责任纠纷,2016年03月,机动车交通事故责任,机动车交通事故责任
0,2016年3月10日15点00分,（2016）桂0102民初157号,提供劳务者受害责任纠纷,2016年03月,提供劳务者受害责任,其他
0,2016年3月10日15点00分,（2016）桂0102民初156号,排除妨害纠纷,2016年03月,排除妨害,排除妨害
0,2016年3月10日15点00分,（2016）桂0102民初285号,房屋租赁合同纠纷,2016年03月,房屋租赁合同,房屋租赁合同
0,2016年3月10日15点00分,（2016）桂0102民初283号,租赁合同纠纷,2016年03月,租赁合同,租赁合同
0,2016年3月10日15点00分,（2016）桂0102民初388号,离婚纠纷,2016年03月,离婚,离婚
0,2016年2月22日8点30分,（2015）兴民一初字第1187号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月22日8点30分,（2015）兴民一初字第2241号,房屋租赁合同纠纷,2016年02月,房屋租赁合同,房屋租赁合同
0,2016年2月22日15点00分,（2016）桂0102民初91号,离婚纠纷,2016年02月,离婚,离婚
0,2016年2月22日15点00分,（2016）桂0102民初60号,离婚纠纷,2016年02月,离婚,离婚
0,2016年2月22日15点00分,（2015）兴民一初字第861号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月22日15点00分,（2016）桂0102民初32号,房屋租赁合同纠纷,2016年02月,房屋租赁合同,房屋租赁合同
0,2016年2月22日15点00分,（2016）桂0102民初84号,劳动合同纠纷,2016年02月,劳动合同,劳动合同
0,2016年2月23日08点30分,（2015）兴民一初字第1730号,借款合同纠纷,2016年02月,借款合同,其他
0,2016年2月23日08点30分,（2015）兴民一初字第1680号,离婚后财产纠纷,2016年02月,离婚后财产,其他
0,2016年2月23日08点30分,（2015）兴民一初字第734号,房屋租赁合同纠纷,2016年02月,房屋租赁合同,房屋租赁合同
0,2016年2月23日08点30分,（2016）桂0102民初83号,物业服务合同纠纷,2016年02月,物业服务合同,物业服务合同
0,2016年2月23日15点00分,（2016）桂0102民初81号,装饰装修合同纠纷,2016年02月,装饰装修合同,其他
0,2016年2月23日15点00分,（2016）桂0102民初58号,离婚纠纷,2016年02月,离婚,离婚
0,2016年2月23日15点00分,（2016）桂0102民初54号,买卖合同纠纷,2016年02月,买卖合同,买卖合同
0,2016年2月23日15点00分,（2016）桂0102民初96号,居间合同纠纷,2016年02月,居间合同,其他
0,2016年2月24日08点30分,（2015）兴民一初字第1846号,租赁合同纠纷,2016年02月,租赁合同,租赁合同
0,2016年2月24日08点30分,（2016）桂0102民初61-66号,追索劳动报酬纠纷,2016年02月,追索劳动报酬,其他
0,2016年2月24日15点00分,（2015）兴民一初字第1870号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月24日15点00分,（2015）兴民一初字第1794号,建设工程施工合同纠纷,2016年02月,建设工程施工合同,建设工程施工合同
0,2016年2月24日15点00分,（2016）桂0102民初87号,合同纠纷,2016年02月,合同,合同
0,2016年2月24日15点00分,（2016）桂0102民初57号,离婚纠纷,2016年02月,离婚,离婚
0,2016年2月24日15点00分,（2016）桂0102民初1号,离婚纠纷,2016年02月,离婚,离婚
0,2016年2月25日08点30分,（2015）兴民一初字第1816号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月25日08点30分,（2015）兴民一初字第1755号,居间合同纠纷,2016年02月,居间合同,其他
0,2016年2月25日15点00分,（2015）兴民一初字第1734号,居间合同纠纷,2016年02月,居间合同,其他
0,2016年2月25日15点00分,（2016）桂0102民初51号,离婚纠纷,2016年02月,离婚,离婚
0,2016年2月25日15点00分,（2016）桂0102民初30号,离婚纠纷,2016年02月,离婚,离婚
0,2016年2月26日08点30分,（2015）兴民一初字第1768号,借款合同纠纷,2016年02月,借款合同,其他
0,2016年2月26日08点30分,（2015）兴民一初字第1587号,房屋租赁合同纠纷,2016年02月,房屋租赁合同,房屋租赁合同
0,2016年2月26日08点30分,（2015）兴民一初字第1749号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月26日08点30分,（2016）桂0102民初92号,名誉权纠纷,2016年02月,名誉权,其他
0,2016年2月26日15点00分,（2015）兴民一初字第1568号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月26日15点00分,（2015）兴民一初字第1186号,房屋租赁合同纠纷,2016年02月,房屋租赁合同,房屋租赁合同
0,2016年2月1日8点30分,（2015）兴民一初字第1628、1629号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月1日8点30分,（2015）兴民一初字第850号,机动车交通事故责任纠纷,2016年02月,机动车交通事故责任,机动车交通事故责任
0,2016年2月1日8点30分,（2015）兴民一初字第921号,法定继承纠纷,2016年02月,法定继承,其他
0,2016年2月1日8点30分,（2015）兴民一初字第2064号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月1日15点00分,（2015）兴民一初字第1211号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月2日8点30分,（2015）兴民一初字第1440号,买卖合同纠纷,2016年02月,买卖合同,买卖合同
0,2016年2月2日15点00分,（2015）兴民一初字第2193号,林木折断损害责任纠纷,2016年02月,林木折断损害责任,其他
0,2016年2月3日8点30分,（2015）兴民一初字第1636号,房屋租赁合同纠纷,2016年02月,房屋租赁合同,房屋租赁合同
0,2016年2月3日15点00分,（2015）兴民一初字第975号,合同纠纷,2016年02月,合同,合同
0,2016年2月4日08点30分,（2015）兴民一初字第1672号,民间借贷纠纷,2016年02月,民间借贷,民间借贷
0,2016年2月4日08点30分,（2015）兴民一初字第873号,房屋买卖合同纠纷,2016年02月,房屋买卖合同,房屋买卖合同
0,2016年2月4日15点00分,（2015）兴民一初字第1536号,买卖合同纠纷,2016年02月,买卖合同,买卖合同
0,2016年1月25日8点30分,（2015）兴民一初字第967号,不当得利纠纷,2016年01月,不当得利,其他
0,2016年1月25日8点30分,（2015）兴民一初字第1410、1411号,排除妨害纠纷,2016年01月,排除妨害,排除妨害
0,2016年1月25日8点30分,（2015）兴民一初字第1553号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月25日15点00分,（2015）兴民一初字第2246号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月25日15点00分,（2015）兴民一初字第1229号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月25日15点00分,（2015）兴民一初字第1543号,租赁合同纠纷,2016年01月,租赁合同,租赁合同
0,2016年1月26日08点30分,（2015）兴民一初字第1706号,合同纠纷,2016年01月,合同,合同
0,2016年1月26日08点30分,（2015）兴民一初字第1837号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月26日08点30分,（2015）兴民一初字第2279号,医疗损害责任纠纷,2016年01月,医疗损害责任,其他
0,2016年1月26日15点00分,（2015）兴民一初字第2241号,房屋租赁合同纠纷,2016年01月,房屋租赁合同,房屋租赁合同
0,2016年1月27日08点30分,（2015）兴民一初字第1519号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月27日08点30分,（2015）兴民一初字第2223、2224号,商品房预售合同纠纷,2016年01月,商品房预售合同,其他
0,2016年1月27日08点30分,（2015）兴民一初字第1419号,机动车交通事故责任纠纷,2016年01月,机动车交通事故责任,机动车交通事故责任
0,2016年1月27日15点00分,（2015）兴民一初字第2244号,合同纠纷,2016年01月,合同,合同
0,2016年1月28日08点30分,（2015）兴民一初字第2254号,房屋租赁合同纠纷,2016年01月,房屋租赁合同,房屋租赁合同
0,2016年1月28日08点30分,（2015）兴民一初字第2310号,排除妨害纠纷,2016年01月,排除妨害,排除妨害
0,2016年1月28日08点30分,（2015）兴民一初字第1712-1721号,房屋租赁合同纠纷,2016年01月,房屋租赁合同,房屋租赁合同
0,2016年1月28日15点00分,（2015）兴民一初字第2249号,租赁合同纠纷,2016年01月,租赁合同,租赁合同
0,2016年1月28日15点00分,（2015）兴民一初字第1211号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月28日15点00分,（2015）兴民一初字第2317号,法定继承纠纷,2016年01月,法定继承,其他
0,2016年1月29日08点30分,（2015）兴民一初字第1528-1530号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月29日08点30分,（2015）兴民一初字第2308号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月29日08点30分,（2015）兴民一初字第1223号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月29日15点00分,（2015）兴民一初字第2150号,买卖合同纠纷,2016年01月,买卖合同,买卖合同
0,2016年1月18日8点30分,（2015）兴民一初字第1568号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月18日8点30分,（2015）兴民一初字第2273号,机动车交通事故责任纠纷,2016年01月,机动车交通事故责任,机动车交通事故责任
0,2016年1月18日8点30分,（2015）兴民一初字第2287号,提供劳务者致害责任纠纷,2016年01月,提供劳务者致害责任,其他
0,2016年1月18日8点30分,（2015）兴民一初字第1710号,离婚后财产纠纷,2016年01月,离婚后财产,其他
0,2016年1月18日15点00分,（2015）兴民一初字第1561号,借款合同纠纷,2016年01月,借款合同,其他
0,2016年1月18日15点00分,（2015）兴民一初字第2185.2186号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月18日15点00分,（2015）兴民一初字第2288号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月18日15点00分,（2015）兴民一初字第2293号,承揽合同纠纷,2016年01月,承揽合同,其他
0,2016年1月19日08点30分,（2015）兴民一初字第1638号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月19日08点30分,（2015）兴民一初字第1445号,离婚后财产纠纷,2016年01月,离婚后财产,其他
0,2016年1月19日08点30分,（2015）兴民一初字第1849-1855号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月19日15点00分,（2015）兴民一初字第2294号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月20日08点30分,（2015）兴民一初字第1542号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月20日08点30分,（2015）兴民一初字第2298号,房屋租赁合同纠纷,2016年01月,房屋租赁合同,房屋租赁合同
0,2016年1月20日08点30分,（2015）兴民一初字第2299号,房屋租赁合同纠纷,2016年01月,房屋租赁合同,房屋租赁合同
0,2016年1月20日15点00分,（2015）兴民一初字第2304号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月11日8点30分,（2015）兴民一初字第1437号,商品房销售合同纠纷,2016年01月,商品房销售合同,商品房销售合同
0,2016年1月11日08点30分,（2015）兴民一初字第2290、2291号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月11日15点00分,（2015）兴民一初字第1761号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月12日08点30分,（2015）兴民一初字第1600号,排除妨害纠纷,2016年01月,排除妨害,排除妨害
0,2016年1月12日08点30分,（2015）兴民一初字第1557号,机动车交通事故责任纠纷,2016年01月,机动车交通事故责任,机动车交通事故责任
0,2016年1月12日08点30分,（2015）兴民一初字第2289号,劳动合同纠纷,2016年01月,劳动合同,劳动合同
0,2016年1月12日15点00分,（2015）兴民一初字第1837号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月12日15点00分,（2015）兴民一初字第2262号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月13日08点30分,（2015）兴民一初字第2269、2270号,买卖合同纠纷,2016年01月,买卖合同,买卖合同
0,2016年1月13日08点30分,（2015）兴民一初字第2234号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月13日08点30分,（2015）兴民一初字第1231号,机动车交通事故责任纠纷,2016年01月,机动车交通事故责任,机动车交通事故责任
0,2016年1月14日08点30分,（2015）兴民一初字第913号,排除妨害纠纷,2016年01月,排除妨害,排除妨害
0,2016年1月14日08点30分,（2015）兴民一初字第2267号,机动车交通事故责任纠纷,2016年01月,机动车交通事故责任,机动车交通事故责任
0,2016年1月14日08点30分,（2015）兴民一初字第2272号,法定继承纠纷,2016年01月,法定继承,其他
0,2016年1月14日08点30分,（2015）兴民一初字第2275号,居间合同纠纷,2016年01月,居间合同,其他
0,2016年1月14日15点00分,（2015）兴民一初字第2268号,离婚纠纷 ,2016年01月,离婚 ,其他
0,2016年1月14日15点00分,（2015）兴民一初字第2130号,法定继承纠纷,2016年01月,法定继承,其他
0,2016年1月15日08点30分,（2015）兴民一初字第1544号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月15日08点30分,（2015）兴民一初字第1868号,排除妨害纠纷,2016年01月,排除妨害,排除妨害
0,2016年1月15日08点30分,（2015）兴民一初字第1583号,财产损害赔偿纠纷,2016年01月,财产损害赔偿,其他
0,2016年1月4日8点30分,（2015）兴民一初字第2167、2168号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月4日08点30分,（2015）兴民一初字第1450、1451号,租赁合同纠纷,2016年01月,租赁合同,租赁合同
0,2016年1月4日08点30分,（2015）兴民一初字第2170、2171、2173、2172号,劳动合同纠纷,2016年01月,劳动合同,劳动合同
0,2016年1月4日08点30分,（2015）兴民一初字第2163号,借款合同纠纷,2016年01月,借款合同,其他
0,2016年1月4日15点00分,（2015）兴民一初字第2199号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月4日15点00分,（2015）兴民一初字第1827号,建设工程施工合同纠纷,2016年01月,建设工程施工合同,建设工程施工合同
0,2016年1月4日15点00分,（2015）兴民一初字第2200号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月4日15点00分,（2015）兴民一初字第2210号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月5日08点30分,（2015）兴民一初字第1305号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月5日08点30分,（2015）兴民一初字第1884—1913号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月4日08点30分,（2015）兴民一初字第2201—2209号,劳动合同纠纷,2016年01月,劳动合同,劳动合同
0,2016年1月5日15点00分,（2015）兴民一初字第2194号,买卖合同纠纷,2016年01月,买卖合同,买卖合同
0,2016年1月5日15点00分,（2015）兴民一初字第1914—1943号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月5日15点00分,（2015）兴民一初字第2197号,离婚后财产纠纷,2016年01月,离婚后财产,其他
0,2016年1月6日08点30分,（2015）兴民一初字第1556号,居间合同纠纷,2016年01月,居间合同,其他
0,2016年1月6日08点30分,（2015）兴民一初字第1697号,建设工程施工合同纠纷,2016年01月,建设工程施工合同,建设工程施工合同
0,2016年1月6日08点30分,（2015）兴民一初字第1944—1973号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月6日08点30分,（2015）兴民一初字第2212号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月6日15点00分,（2015）兴民一初字第2190号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月6日15点00分,（2015）兴民一初字第1826号,侵害集体经济组织成员权益纠纷,2016年01月,侵害集体经济组织成员权益,其他
0,2016年1月6日15点00分,（2015）兴民一初字第1974—2003号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月6日15点00分,（2015）兴民一初字第2195号,法定继承纠纷,2016年01月,法定继承,其他
0,2016年1月7日08点30分,（2015）兴民一初字第2201、2202号,侵害集体经济组织成员权益纠纷,2016年01月,侵害集体经济组织成员权益,其他
0,2016年1月7日08点30分,（2015）兴民一初字第2143号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月7日08点30分,（2015）兴民一初字第2004—2032号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月7日08点30分,（2015）兴民一初字第1829号,租赁合同纠纷,2016年01月,租赁合同,租赁合同
0,2016年1月7日15点00分,（2015）兴民一初字第2221号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月7日15点00分,（2015）兴民一初字第2192号,离婚纠纷,2016年01月,离婚,离婚
0,2016年1月7日15点00分,（2015）兴民一初字第2033—2062号,房屋买卖合同纠纷,2016年01月,房屋买卖合同,房屋买卖合同
0,2016年1月7日15点00分,（2015）兴民一初字第2161号,民间借贷纠纷,2016年01月,民间借贷,民间借贷
0,2016年1月8日08点30分,（2015）兴民一初字第2203号,机动车交通事故责任纠纷,2016年01月,机动车交通事故责任,机动车交通事故责任
0,2015年11月30日08点30分,（2015）兴民一初字第1691号,机动车交通事故责任纠纷,2015年11月,机动车交通事故责任,机动车交通事故责任
0,2015年11月30日08点30分,（2015）兴民一初字第1653号,民间借贷纠纷,2015年11月,民间借贷,民间借贷
0,2015年11月30日08点30分,（2015）兴民一初字第1646、1645、1647、1648号,排除妨害纠纷,2015年11月,排除妨害,排除妨害
0,2015年11月30日08点30分,（2015）兴民一初字第1676号,土地租赁合同纠纷,2015年11月,土地租赁合同,其他
0,2015年11月30日15点00分,（2015）兴民一初字第1466号,机动车交通事故责任纠纷,2015年11月,机动车交通事故责任,机动车交通事故责任
0,2015年11月30日15点00分,（2015）兴民一初字第831号,建设工程施工合同纠纷,2015年11月,建设工程施工合同,建设工程施工合同
0,2015年12月1日8点30分,（2015）兴民一初字第1359、1360号,建设工程施工合同纠纷,2015年12月,建设工程施工合同,建设工程施工合同
0,2015年12月1日8点30分,（2015）兴民一初字第1697号,建设工程施工合同纠纷,2015年12月,建设工程施工合同,建设工程施工合同
0,2015年12月1日8点30分,（2015）兴民一初字第1493号,机动车交通事故责任纠纷,2015年12月,机动车交通事故责任,机动车交通事故责任
0,2015年12月1日15点00分,（2015）兴民一初字第1119号,民间借贷纠纷,2015年12月,民间借贷,民间借贷
0,2015年12月1日15点00分,（2015）兴民一初字第1728号,民间借贷纠纷,2015年12月,民间借贷,民间借贷
0,2015年12月1日15点00分,（2015）兴民一初字第1710号,离婚后财产纠纷,2015年12月,离婚后财产,其他
0,2015年12月1日15点00分,（2015）兴民一初字第1723号,机动车交通事故责任纠纷,2015年12月,机动车交通事故责任,机动车交通事故责任
0,2015年12月2日08点30分,（2015）兴民一初字第1358号,民间借贷纠纷,2015年12月,民间借贷,民间借贷
0,2015年12月2日08点30分,（2015）兴民一初字第1732号,机动车交通事故责任纠纷,2015年12月,机动车交通事故责任,机动车交通事故责任
0,2015年12月2日15点00分,（2015）兴民一初字第1769、1770号,买卖合同纠纷,2015年12月,买卖合同,买卖合同
0,2015年12月2日15点00分,（2015）兴民一初字第1315、1316号,机动车交通事故责任纠纷,2015年12月,机动车交通事故责任,机动车交通事故责任
0,2015年12月2日15点00分,（2015）兴民一初字第1739号,离婚纠纷,2015年12月,离婚,离婚
0,2015年12月2日15点00分,（2015）兴民一初字第1711号,租赁合同纠纷,2015年12月,租赁合同,租赁合同
0,2015年12月3日08点30分,（2015）兴民一初字第423号,机动车交通事故责任纠纷,2015年12月,机动车交通事故责任,机动车交通事故责任
0,2015年12月3日08点30分,（2015）兴民一初字第1746号,共有纠纷,2015年12月,共有,其他
0,2015年12月3日08点30分,（2015）兴民一初字第1712号,房屋租赁合同纠纷,2015年12月,房屋租赁合同,房屋租赁合同
0,2015年12月3日15点00分,（2015）兴民一初字第1738号,民间借贷纠纷,2015年12月,民间借贷,民间借贷
0,2015年12月3日15点00分,（2015）兴民一初字第1721号,房屋租赁合同纠纷,2015年12月,房屋租赁合同,房屋租赁合同
0,2015年12月4日08点30分,（2015）兴民一初字第1378号,离婚纠纷,2015年12月,离婚,离婚
0,2015年12月4日08点30分,（2015）兴民一初字第1004号,民间借贷纠纷,2015年12月,民间借贷,民间借贷
0,2015年12月4日08点30分,（2015）兴民一初字第1500号,民间借贷纠纷,2015年12月,民间借贷,民间借贷
0,2015年12月4日08点30分,（2015）兴民一初字第1758号,排除妨害纠纷,2015年12月,排除妨害,排除妨害
0,2015年11月9日08点30分,（2015）兴民一初字第917号,借款合同纠纷,2015年11月,借款合同,其他
0,2015年11月9日08点30分,（2015）兴民一初字第1550号,民间借贷纠纷,2015年11月,民间借贷,民间借贷
0,2015年11月9日08点30分,（2015）兴民一初字第756号,民间借贷纠纷,2015年11月,民间借贷,民间借贷
0,2015年11月9日15点00分,（2015）兴民一初字第1541号,劳动争议,2015年11月,劳动争议,劳动争议
